5593840	4
5593859	4
5593823	5
5593851	5
5593856	5
5593882	5
5593824	6
5593825	7
5593829	7
5593826	8
5593827	9
5593828	10
5593857	10
5593830	1
5593855	2
5593821	3
4458221	30
4458306	22
4458352	28
4458220	27
4458302	8
4458219	24
4458299	24
4458303	10
4458225	1
4458234	26
4458222	3
4458262	3
4458284	3
3398473	4
2397710	5
3398474	5
2397704	6
2397712	6
2397719	7
2397706	8
2397726	8
2397727	10
2397700	1
2397701	2
2397702	3
982762	30
982741	6
2696818	7
4466781	27
982747	8
2593882	8
982744	9
982745	10
2593885	10
982737	1
2237508	1
982738	2
982739	3
2237521	25
2696820	3
6017809	25
6026595	3
2683484	4
2683485	5
3973621	6
5201123	6
5011009	7
2683480	8
2683481	9
2683482	10
5198430	10
2683475	1
3973623	2
5604347	2
2683477	3
3132715	4
3132694	5
3132684	6
3132690	7
3132721	7
4833105	7
5205324	27
3132701	8
5016287	8
3132698	9
3132699	10
3132681	1
3132697	2
3132722	2
4833102	3
1579648	4
4653398	30
1579656	5
5211921	5
1579658	6
4653397	28
1579654	7
5406265	7
3684025	8
1579651	9
1579652	10
2595466	10
4838475	10
1579645	1
1579657	1
1579659	1
1579646	2
1579647	3
1107124	4
2320455	4
3981760	4
5205836	4
1107136	5
1732550	5
2320459	5
1107125	6
5205828	6
1107139	7
3028340	7
1107127	8
1107128	9
2093969	9
1107131	10
2320449	10
5396837	10
1107121	1
1732554	1
1107133	2
1786794	2
1107123	3
2320452	3
2488511	4
2488500	22
6236037	5
2488503	28
4300440	6
2488506	7
6236025	7
2488517	8
2488509	9
2488508	10
3018615	29
2488502	26
2488515	3
6233239	25
6236026	3
6236030	25
3003896	4
3003842	5
3003858	21
3003893	5
3271778	5
3271784	5
3669313	28
3003844	7
3003870	8
3003847	9
3003869	9
3003846	10
3003839	1
3003874	29
3003840	2
3003841	3
3003854	3
4821866	4
4821906	5
5818253	5
4821867	6
4821873	7
4821871	8
4821880	9
4821870	10
4821864	1
4821876	2
5205222	2
4821865	3
4821888	3
4821903	3
3668246	30
3668241	22
3668253	5
3668276	5
3668315	22
3668319	5
3668245	28
3668260	6
4640156	6
3668261	7
3668247	31
3668283	31
3668299	8
3668300	8
3668243	24
3668264	9
3668242	23
3668265	10
3668282	23
3668248	1
3668259	1
3668252	2
3668298	2
3668263	3
3668314	3
4121612	4
4121630	5
4121614	6
4121649	6
4121615	7
4121639	8
4121645	8
5818467	8
4121617	9
4121618	10
4121654	10
4121610	1
4121611	3
4121656	3
4121621	3
3132533	4
4127323	4
6021968	4
3132534	5
4646955	5
3132535	6
3132536	7
3132544	8
3132548	9
3132538	10
3132531	1
3132532	2
3821729	3
982613	4
982614	5
3405670	5
982615	6
982616	7
982617	8
982618	9
5397689	9
982620	10
4836645	10
3028890	1
982622	2
982612	3
5592861	22
5592915	5
5592918	5
5592823	28
5592881	6
5592806	7
5592809	31
5592869	24
5592807	10
5592856	10
5592804	1
5592862	26
5592879	3
409915	4
6246939	4
2163569	22
3682640	5
3682643	5
1154124	28
2324909	28
3139934	6
409918	7
409923	31
3139940	8
2324904	24
409921	10
2163564	10
6246942	10
409912	1
3682641	1
2324897	26
409914	3
2507260	3
2080793	30
2080786	21
3396011	5
3396012	6
2080796	7
2080794	31
2080795	8
2080788	24
2080787	23
2080792	29
2080790	26
3020662	7
2080789	25
1949739	4
1949768	4
1949760	21
2699533	6
1949751	27
4830867	7
1949742	8
1949746	8
1949749	8
1949765	8
1949741	9
1949774	10
1949738	1
1949762	2
1949761	3
1836597	4
1836598	5
5408047	6
1836600	7
1836605	7
1836601	8
1836602	9
1836603	10
1836595	1
1836606	1
1836605	7
1836596	3
5602773	3
5602775	3
5807931	4
5807932	5
5807933	6
