4	4
5	5
6	6
7	7
8	8
9	9
10	10
1	1
2	2
3	3
30	30
21	21
22	22
28	28
27	27
31	31
24	24
23	23
29	29
26	26
25	25
46	4
47	5
48	6
49	7
50	8
51	9
52	10
43	1
44	2
45	3
56	4
57	5
58	6
59	7
60	8
61	9
62	10
53	1
54	2
55	3
66	4
67	5
68	6
69	7
70	8
71	9
72	10
63	1
64	2
65	3
86	4
87	5
88	6
89	7
90	8
91	9
92	10
83	1
84	2
85	3
96	4
97	5
98	6
99	7
100	8
101	9
102	10
93	1
94	2
95	3
106	4
107	5
108	6
109	7
110	8
111	9
112	10
103	1
104	2
105	3
116	4
117	5
118	6
120	8
121	9
122	10
113	1
114	2
115	3
632	4
633	5
634	6
635	7
636	8
637	9
638	10
629	1
630	2
631	3
1989	4
1991	6
1992	7
1993	8
1994	9
1995	10
1986	1
1987	2
1988	3
146	4
147	5
148	6
149	7
150	8
151	9
152	10
143	1
144	2
145	3
156	4
157	5
158	6
159	7
160	8
161	9
162	10
153	1
154	2
155	3
172	30
163	21
164	22
170	28
169	27
173	31
166	24
165	23
171	29
168	26
167	25
177	4
178	5
179	6
180	7
181	8
182	9
183	10
174	1
175	2
176	3
187	4
188	5
189	6
190	7
191	8
192	9
193	10
184	1
185	2
186	3
197	4
198	5
199	6
200	7
201	8
202	9
203	10
194	1
195	2
196	3
207	4
208	5
209	6
210	7
211	8
212	9
213	10
204	1
205	2
206	3
1979	4
1980	5
1981	6
1982	7
1983	8
1984	9
1985	10
1976	1
1977	2
1978	3
227	4
228	5
229	6
230	7
231	8
232	9
233	10
224	1
225	2
226	3
237	4
238	5
239	6
240	7
241	8
242	9
243	10
234	1
235	2
236	3
247	4
248	5
249	6
250	7
251	8
252	9
253	10
244	1
245	2
246	3
257	4
258	5
259	6
260	7
261	8
262	9
263	10
254	1
255	2
256	3
267	4
268	5
269	6
270	7
271	8
272	9
273	10
264	1
265	2
266	3
277	4
278	5
279	6
280	7
281	8
282	9
283	10
274	1
