4276191	636
4276145	583
4276133	569
4276140	578
4276175	615
4276162	602
4276163	603
4276152	591
4276136	573
4276209	659
4276214	664
4276210	660
4276139	576
4276196	642
4276206	656
4276173	613
4276151	590
4276200	649
4276207	657
4276138	575
4276157	596
4276135	572
4276205	654
4276141	579
4276156	595
4276174	614
4276218	669
4276180	622
4276179	619
4276130	566
4276154	593
4276146	584
4276216	666
4276165	605
4276193	638
4276158	597
4276129	564
4276130	566
4276203	652
4276166	606
4276169	609
4276142	580
4276149	588
4276220	671
4276159	598
4276153	592
4276143	581
4276155	594
4276186	629
4276198	645
4276148	587
4276161	601
4276131	567
4276170	610
4276147	585
4276199	647
4276144	582
4276202	651
4276133	569
4276208	658
4276168	608
4276204	653
4276201	650
4276184	627
4276192	637
4276182	625
4276212	662
4276137	574
4276188	633
4276194	639
4276185	628
4276171	611
4276132	568
4276211	661
4276187	630
4276195	640
4276176	616
4276197	644
4276150	589
4276178	618
4352747	635
4352748	636
4352703	583
4352690	569
4352725	607
4352698	578
4352733	615
4352720	602
4352721	603
4352710	591
4352694	573
4352765	659
4352730	612
4352783	612
4352770	664
4352766	660
4352697	576
4352778	576
4352762	656
4352731	613
4352709	590
4352757	649
4352763	657
4352696	575
4352715	596
4352739	624
4352781	572
4352761	655
4352699	579
4352769	663
4352714	595
4352732	614
4352784	614
4352774	669
4352738	622
4352785	622
4352737	621
4352687	566
4352712	593
4352704	584
4352772	666
4352723	605
4352692	571
4352780	571
4352750	638
4352716	597
4352686	564
4352691	570
4352779	570
4352759	652
4352724	606
4352727	609
4352700	580
4352707	588
4352741	626
4352776	671
4352717	598
4352711	592
4352701	581
4352786	624
4352713	594
4352744	629
4352755	645
4352706	587
4352782	587
4352751	639
4352719	601
4352688	567
4352728	610
4352703	583
4352705	585
4352702	582
4352690	569
4352764	658
4352771	665
4352726	608
4352760	653
4352758	650
4352742	627
4352749	637
4352740	625
4352768	662
4352695	574
4352746	634
4352746	634
4352775	670
4352751	639
4352743	628
4352729	611
4352689	568
4352756	647
4352767	661
4352745	630
4352752	640
4352753	642
4352734	616
4352754	644
4352708	589
4352736	618
4276089	636
4276044	583
4276031	569
4276125	39
4276039	578
4276073	615
4276060	602
4276061	603
4276051	591
4276035	573
4276070	612
4276107	660
4276032	570
4276038	576
4276119	576
4276122	13
4276104	656
4276071	613
4276050	590
4276098	649
4276105	657
4276037	575
4276121	1
4276056	596
4276034	572
4276103	654
4276040	579
4276055	595
4276124	34
4276072	614
4276115	669
4276079	622
4276077	619
4276078	621
4276028	566
4276053	593
4276045	584
4276113	666
4276063	605
4276033	571
4276091	638
4276057	597
4276027	564
4276032	570
4276101	652
4276064	606
4276067	609
4276041	580
4276048	588
4276117	671
4276058	598
4276052	592
4276042	581
4276128	44
4276054	594
4276085	629
4276096	645
4276047	587
4276075	617
4276059	601
4276029	567
4276068	610
4276046	585
4276118	672
4276112	665
4276043	582
4276100	651
4276125	39
4276066	608
4276102	653
4276099	650
4276083	627
4276090	637
4276081	625
4276109	662
4276036	574
4276087	634
4276116	670
4276092	639
4276084	628
4276069	611
4276030	568
4276097	647
4276108	661
4276086	630
4276093	640
4276094	642
4276074	616
4276075	617
4276095	644
4276049	589
4276076	618
3761211	19
3761200	6
3761218	27
3761284	15
3761270	88
3761243	58
3761289	42
3761245	60
3761231	43
3761219	28
3761204	10
3761272	90
3761240	55
3761273	92
3761269	87
3761217	26
3761285	22
4059228	22
3761206	12
3761195	1
3761224	35
3761225	36
3761268	86
3761208	16
3761275	94
3761287	34
3761242	57
3761248	63
3761247	62
3761197	3
3761221	32
4059227	21
3761278	97
3761233	45
3761203	9
4059226	9
3761280	99
3761196	2
3761202	8
3761266	84
3761234	47
3912145	52
3761209	17
3761215	24
3761288	48
3761250	67
3761281	100
3761227	38
3761220	30
3761210	18
3761232	44
3761286	33
3761253	70
3761263	80
3761214	23
3761245	60
3761229	41
3761198	4
3761238	53
3761213	22
3761282	101
3761277	96
3761228	40
3761271	89
3761265	83
3761236	51
3761267	85
3761257	74
3761249	66
3761205	11
3761256	73
3761255	72
3761259	76
3761252	69
3761239	54
3761199	5
4059225	5
3761264	81
3761274	93
3761260	77
3761261	78
3761248	63
3761262	79
3761216	25
3761246	61
4130306	1049
4130265	1003
4130278	1019
4130346	810
4130340	1026
4130260	998
4130329	1075
4130293	1034
4130280	1021
4130353	1021
4130264	1002
4130338	1022
4130351	1011
4130258	994
4130327	1072
4130323	1068
4130259	997
4130320	1064
4130291	1032
4130361	1032
4130270	1009
4130321	1065
4130275	1016
4130348	993
4130261	999
4130326	1071
4130274	1015
4130292	1033
4130368	1076
4130298	1039
4130297	1038
4130252	987
4130273	1013
4130344	804
4130330	1076
4130283	1024
4130256	992
4130308	1051
4130331	1077
4130276	1017
4130251	986
4130347	991
4130367	1061
4130284	1025
4130287	1028
4130262	1000
4130359	1007
4130301	1042
4130370	1078
4130277	1018
4130272	1012
4130263	1001
4130299	1040
4130282	1023
4130250	985
4130304	1045
4130312	1056
4130295	1036
4130279	1020
4130253	988
4130288	1029
4130266	1005
4130371	1079
4130328	1073
4130338	1022
4130316	1060
4130278	1019
4130317	1061
4130356	1027
4130318	1062
4130315	1059
4130302	1043
4130307	1050
4130362	1041
4130325	1070
4130349	995
4130364	1048
4130309	1052
4130319	1063
4130363	1044
4130354	1030
4130313	1057
4130324	1069
4130305	1046
4130310	1053
4130365	1054
4130294	1035
4130311	1055
4130269	1008
4130296	1037
3904663	297
3904577	19
3904591	39
3904584	27
3904690	300
3904642	14
3904629	88
3904631	90
3904650	42
3904594	43
3904647	29
3904681	330
3904569	10
3904654	212
3904664	307
3904668	244
3904706	9
3904604	55
3904635	95
3904632	91
3904633	92
3904666	220
3904572	13
3904628	87
3904665	308
3904583	26
3904708	22
3904713	88
3904571	12
3904562	1
3904589	35
3904648	36
3904666	220
3904667	221
3904574	16
3904660	283
3904701	94
3904655	224
3904656	225
3904638	98
3904608	63
3904607	62
3904564	3
3904710	31
3904643	21
3904596	45
3904568	9
3904617	75
3904639	99
3904590	37
3904563	2
3904567	8
3904626	84
3904597	46
3904601	52
3904575	17
3904581	24
3904609	67
3904640	100
3904677	29
3904585	30
3904707	18
3904712	64
3904595	44
3904587	33
3904612	70
3904622	80
3904645	23
3904680	292
3904593	42
3904592	41
3904682	344
3904565	4
3904602	53
3904579	22
3904687	368
3904636	96
3904667	221
3904688	279
3904649	40
3904630	89
3904600	51
3904627	85
3904624	82
3904610	68
3904616	74
3904683	353
3904701	94
3904570	11
3904615	73
3904614	72
3904618	76
3904661	285
3904603	54
3904675	287
3904623	81
3904700	93
3904613	71
3904619	77
3904620	78
3904606	59
3904662	294
3904621	79
3904582	25
3904662	294
4130218	636
4130173	583
4130160	569
4130168	578
4130202	615
4130189	602
4130190	603
4130180	591
4130164	573
4130237	660
4130167	576
4130249	576
