929040	694
929066	648
929142	667
928995	635
929010	655
929023	671
929004	646
929056	720
929076	359
929018	666
929142	667
929011	656
929123	661
929111	642
929067	309
929156	710
929028	677
929179	691
929156	710
928990	629
929141	661
928998	638
929107	634
929185	708
929064	644
929001	642
929012	660
929019	667
929029	678
929057	721
929129	683
929188	305
929122	658
929007	649
928991	630
929021	669
928997	637
929084	402
929014	662
929155	709
929048	706
929146	670
929003	645
929034	687
929161	723
929118	657
929033	685
929020	668
929037	690
929102	701
929009	651
929031	681
929017	665
929147	674
929008	650
929051	711
929005	647
929183	705
929074	343
929169	635
929136	706
929024	672
929049	707
929134	704
929035	688
929041	695
929078	368
928999	640
929025	673
929038	692
929153	697
929113	645
929036	689
929026	675
929137	634
929151	702
929172	647
929042	698
929030	680
929150	700
929071	330
929115	653
113268	694
113198	343
113188	333
113205	350
113175	318
113255	400
113214	359
113200	345
113201	346
113189	334
113169	312
113246	391
113211	356
113252	397
720001	516
113245	390
113187	332
113245	390
113173	316
113160	303
113168	311
113251	396
113194	339
113213	358
113256	401
755358	510
113217	362
113162	305
719999	512
113180	324
113254	399
113221	366
113167	310
633840	310
113231	376
720001	516
113178	322
720002	518
350779	386
113204	349
344015	352
113177	321
113184	328
350774	368
113253	398
113197	342
113190	335
755362	526
755363	528
113221	366
113266	690
113236	381
113184	328
344013	343
720003	519
113216	361
113199	344
113163	306
113208	353
113181	325
113173	316
113241	386
113206	351
113242	387
113239	384
113225	370
113230	375
113171	314
113228	373
113232	377
113226	371
113163	306
113237	382
350781	394
113190	335
113233	378
113215	360
113235	380
113186	331
113217	362
317342	559
317290	507
317298	515
768714	515
795959	333
317347	564
317310	527
317313	530
795962	345
317326	543
317329	546
795955	312
317335	552
317344	561
317337	554
379633	556
317341	558
317343	560
317344	561
317345	562
317346	563
795960	340
704428	1223
952240	644
317349	566
317361	660
317291	508
317292	509
711277	1229
456350	364
952246	669
317294	511
952242	658
317297	514
469353	1225
317300	517
317351	630
317301	518
469355	1236
952247	673
317302	519
317359	651
445861	339
475402	1255
317306	523
768718	524
317308	525
317309	526
445863	347
711280	1245
943963	651
720044	1273
317314	531
795961	344
317315	532
711283	1251
711284	1252
397052	534
317318	535
317358	647
317319	536
317321	538
397055	525
475404	1258
475405	1259
720035	1260
720036	1261
317324	541
317325	542
317327	544
317308	525
720039	1265
720040	1267
317328	545
356891	522
720043	1272
317331	548
768720	528
317333	550
896905	559
896887	537
896961	333
896879	527
896881	530
896968	359
896890	540
896892	543
896894	546
896900	552
896967	356
896902	554
896952	317
896946	558
897017	650
897012	561
896869	515
896935	563
896922	564
896951	311
968137	311
896970	634
896908	566
896909	567
896919	339
896987	508
896988	510
896968	359
896867	511
896936	512
896937	513
896941	513
896965	349
896976	647
968136	310
896910	516
896956	341
896914	304
896950	309
896872	519
896918	327
896938	522
896955	335
896876	524
896927	526
896998	532
896958	347
896882	531
896957	344
896964	344
904983	632
968133	306
